1.2661,-0.22766
-0.38809,0.85601
0.9441,0.55734
0.1382,0.86746
1.0146,0.25182
0.33111,0.7737
0.21507,1.3211
0.70409,0.24905
1.1492,0.35255
0.77792,0.73103
-1.2556,0.41919
-0.16623,0.77811
0.59408,0.64492
-0.38999,0.84366
0.46012,1.1348
-1.1421,0.28658
-0.77873,0.84878
-0.15072,0.84622
0.33328,1.075
-0.44071,0.81921
0.39087,1.0175
-0.94481,0.19849
0.90841,0.26457
0.93083,0.25914
1.3507,0.035279
-0.61151,0.45644
0.52851,0.95303
-0.51384,1.0047
1.2048,0.27716
-0.94992,0.25388
-1.0404,0.94721
1.039,0.71227
-0.37084,0.80674
-0.56726,0.95317
1.0146,0.57704
0.51248,0.67638
1.0874,0.046851
-0.31561,0.81449
-0.91976,0.50876
-0.52935,-0.10975
-1.1331,0.94439
-1.0385,0.32149
0.071763,0.78443
-1.4302,0.030787
-1.3464,0.14506
-0.28959,0.98672
1.2286,0.03626
0.27244,0.85397
-0.59024,0.58459
0.58433,0.80201
0.72121,0.42829
0.31206,1.0251
0.056562,0.91598
0.49474,0.67232
0.89269,0.4605
-0.47288,0.49013
-0.61733,0.62856
-0.76319,0.42374
0.71236,0.64988
-0.006135,0.7278
-1.0034,0.21933
-0.24265,0.81609
-0.23716,0.77158
0.13404,0.87657
0.27047,0.64001
-0.69502,0.3948
0.57716,0.75325
0.96822,0.10205
-0.21065,0.53823
-0.83029,-0.51742
0.021852,0.95812
-0.42196,1.233
1.0152,0.70912
0.59582,0.085322
-0.68969,0.32381
0.72036,0.7594
-0.11437,1.0368
-0.77343,0.46177
-0.014815,1.2788
-0.089075,0.91416
-0.9416,0.62984
-0.61507,0.54066
0.26614,0.87218
-0.72422,0.70181
-0.87888,1.0759
0.54532,0.87264
0.94815,0.78466
0.6641,0.97777
1.4113,0.41023
0.84753,0.3612
0.75834,0.44521
-0.79263,-0.027786
1.1337,0.245
0.38372,0.93223
0.95248,1.0262
-0.65695,0.7442
0.017363,1.2323
1.2795,-0.3368
-0.93967,0.63674
-0.86695,0.50225
-0.85735,0.64399
-0.77207,0.64789
0.85061,0.64918
-0.36249,0.79151
0.56347,0.44524
-1.0152,0.77539
-1.2062,0.26045
-1.1859,0.40203
0.71946,0.81445
0.50112,0.8793
-0.98865,0.81087
-0.59459,0.51041
0.67172,1.069
-0.16594,1.2152
-0.9709,1.0321
0.27207,0.70815
-0.70837,0.16409
-0.59708,0.68088
-0.019016,0.87917
-1.1458,0.28707
-0.12821,1.2036
1.298,0.5669
-1.1048,0.29536
-0.52574,0.7443
-0.23079,0.98025
0.10792,0.90659
0.81757,1.0845
0.10167,0.9885
-0.65561,0.36088
0.89446,0.51189
-0.53396,0.77621
-1.104,0.036728
-0.53848,0.57845
0.43604,0.98569
-0.94712,-0.128
-0.84879,0.61794
0.0090924,0.88785
-0.86286,0.54403
0.50899,0.67638
0.52207,0.66937
-0.93229,0.48026
-0.42712,1.2217
0.87823,0.10091
-0.17119,0.83087
-1.0895,1.0406
-0.4104,0.97993
-0.77948,0.1857
1.4073,0.10029
-0.16335,0.70147
-0.91176,0.11501
0.94174,0.63445
0.52118,0.43255
-0.61009,0.88476
0.6423,0.80207
