-0.6409,0.39612
0.80679,0.023462
0.8311,0.57442
1.3355,0.51666
-0.66103,0.7366
-0.45049,0.79004
0.20273,1.0382
0.6984,-0.042364
-0.4656,0.87705
-1.2207,0.23683
-1.3377,0.25444
1.128,1.0707
0.27729,0.88528
0.47189,0.81689
-0.55041,0.98427
1.1803,0.59245
-0.38136,1.3742
-0.78031,0.19163
1.0976,0.34769
-0.40263,0.99897
-0.72912,0.48576
-0.79959,0.19337
0.79026,0.57335
-0.041733,1.0627
0.29118,0.97709
-0.21541,1.0994
0.38783,0.81341
-1.3008,0.066158
0.47516,1.1515
0.89154,0.21079
-0.94193,0.22974
0.71686,0.64395
-1.0785,0.33042
-1.0786,0.14521
-0.44665,0.47993
0.37661,1.2285
-0.7063,0.54022
-1.0114,0.91062
1.0115,0.71697
-0.087215,1.1974
-0.75308,1.0036
1.3444,0.5897
-0.1419,1.0004
-0.27476,0.49286
-0.34033,1.1055
-0.9015,0.24808
-1.0286,0.39124
1.0189,0.53665
0.71011,0.41967
-0.28591,0.71243
0.64123,0.81496
0.46066,0.7951
-0.50273,1.0261
0.89171,0.3348
1.0126,0.77943
0.78287,0.62946
-0.85366,0.76792
-0.89436,0.5949
0.51005,1.0001
0.83127,0.7298
-0.84953,0.54077
0.34562,1.3378
0.7195,0.74166
0.54155,0.7073
-1.0643,0.20058
-0.81375,0.094013
0.061631,1.4329
-0.82318,0.30627
-0.95497,0.3788
-0.79195,0.11587
1.0467,-0.083766
0.83397,0.46588
0.26683,0.97817
-0.6713,0.79482
0.028134,1.2431
-0.94323,0.29923
-1.1454,0.3169
0.285,0.6324
0.20523,0.44459
-0.56718,0.79343
0.75625,0.42018
0.57687,0.32599
-1.0853,0.82196
0.18935,0.7683
-1.1074,0.29269
0.9158,0.41055
0.61115,0.46448
-0.90417,0.4062
-0.51166,0.79191
-0.88967,0.73176
-0.052435,1.1349
0.37537,1.0853
1.4363,0.62829
0.62237,0.76155
-0.96287,0.18568
-1.3336,0.108
-0.95132,0.19733
-0.27371,0.72897
0.92222,0.50098
-0.90696,0.47861
-0.22845,0.81022
0.42272,0.63511
0.48327,0.70502
-1.0686,0.76236
0.20373,1.1656
-0.50861,0.78514
0.68611,0.68061
-0.39296,0.59514
0.43169,1.1253
-0.4231,0.9629
1.1012,0.51662
-0.99338,0.58389
0.40705,1.2772
-0.59225,0.96539
-1.0794,0.73051
0.28745,1.0419
-0.11172,1.0225
0.64836,0.78801
-0.10245,0.78605
1.0935,0.47823
-0.033389,0.98821
-1.4057,0.36634
0.063648,1.3066
1.0339,0.54132
0.64742,0.83185
-0.93624,0.45308
0.3333,0.60172
0.34174,0.93837
-1.0808,-0.21828
0.87216,0.4601
0.6597,0.9858
-1.1035,0.3747
-0.94521,0.6542
-0.045626,0.79779
-0.34335,0.91373
-0.47847,0.55561
-0.48161,1.1422
0.93203,0.42599
-0.83974,0.14451
-0.51933,0.88161
-0.85976,0.14491
0.87751,0.35434
-0.21742,0.6865
-0.83519,-0.27387
-0.51855,0.47882
0.74627,0.79625
-0.14067,1.2016
-0.62648,1.0235
0.96156,0.23344
0.38911,0.72517
1.0665,0.47009
0.82595,0.7984
0.89014,0.54662
0.42345,0.62707
0.29544,0.81909
-0.23769,1.331
0.93169,0.39032
-1.3324,0.4794
0.17884,0.84163
-0.72957,0.85545
-0.14734,0.97677
0.026663,1.1858
1.2963,0.46971
0.16927,1.1086
0.054674,1.1832
0.064978,1.034
-0.49468,0.78977
0.98179,0.00313
0.022721,0.85333
-0.58315,0.82216
0.64974,0.72021
-0.56286,0.56054
0.54861,0.59079
0.96197,0.5379
0.46049,1.4092
1.2225,-0.13092
-0.2133,0.8425
-0.83651,0.67493
0.94863,0.47729
0.81718,0.029605
0.78198,0.77953
1.1751,0.2876
-0.48114,0.78866
-1.0265,0.2614
-1.1682,0.58272
-0.41825,1.0038
0.035792,1.0558
-0.82761,0.36432
0.69842,0.24758
-0.38116,0.84716
-0.40191,1.0546
-0.85506,-0.092388
-1.0985,0.35115
0.6598,0.25243
-0.87338,0.38923
0.73256,0.77559
-0.91395,0.25713
0.36702,1.1251
0.77791,0.91108
-0.70172,0.35642
-0.23278,1.0129
-0.66332,1.0163
-0.013378,0.75652
0.35396,1.1062
-0.45038,1.0395
-0.96828,0.090079
0.52787,0.39331
0.83234,0.57831
0.77009,0.63445
-0.14869,1.0325
-1.0563,0.7291
-0.83745,0.12866
-0.28005,0.85191
-0.1549,1.0529
-0.95409,0.14871
0.69437,0.67938
0.77944,0.74766
0.62337,0.77536
0.97931,0.4488
-0.92116,0.012326
-0.49855,1.0172
-0.56226,0.69121
-0.26231,1.1825
-0.71912,0.71863
-0.97632,0.44104
-0.3661,1.1761
0.94739,0.11841
0.91244,0.12654
-0.43202,0.87528
-1.1869,0.5748
0.98725,0.43196
0.66249,0.46322
1.0357,0.092956
0.63665,0.35805
-1.0011,0.49982
-0.65334,0.81721
-0.022939,1.3143
-0.30026,0.80203
1.0557,0.1272
-0.66333,0.15896
1.1329,0.44547
-0.50743,0.8851
-0.83758,0.87094
0.21638,1.1535
-0.41644,0.48427
0.32928,-0.3187
0.14799,0.029583
0.89634,-0.41864
1.728,-0.21192
-0.004288,0.44117
1.5109,-0.44325
1.8918,0.13204
0.38312,-0.0061871
0.21279,-0.16771
1.7619,-0.17687
1.8155,0.2714
0.17717,-0.066237
0.62987,-0.58479
0.8559,-0.56505
0.98895,-0.21253
1.9617,-0.30372
1.2486,-0.73172
1.49,-0.76818
0.62274,-0.0080873
1.0179,-0.44512
1.9196,-0.72114
0.61389,-0.63469
1.8597,0.1149
1.4697,-0.13996
0.058003,-0.1609
0.27038,0.095299
-0.3072,0.25129
0.23281,0.093398
1.2475,-0.63988
1.8076,-0.031216
1.0053,-0.45343
1.0227,-0.54002
1.155,-0.39081
1.3806,-0.69658
1.2551,-0.20627
1.4377,-0.62101
0.63493,-0.3758
0.42222,-0.49895
0.16085,-0.18108
1.9404,0.054105
0.40282,-0.26601
1.7688,0.67141
0.86765,-0.17096
0.51657,-0.25871
0.079258,-0.070313
2.2311,0.11228
1.8037,-0.80449
1.228,-0.61318
1.8445,-0.59051
0.29395,-0.19837
0.32878,-0.33761
1.2921,-0.43907
0.058319,0.38587
1.2337,-0.43064
1.1889,-0.21825
-0.084204,0.14909
1.2392,-0.14704
0.16957,-0.43838
0.27963,0.010873
1.0878,-0.28808
0.41275,-0.47285
2.2093,-0.25381
0.60482,-0.30874
0.55513,-0.222
1.2142,-0.61689
0.85926,-0.10964
0.14658,0.42114
1.5599,-0.38955
0.49096,-0.10201
1.993,-0.01393
0.50593,-0.51992
1.8107,-0.13227
0.90653,-0.44915
-0.042418,-0.13444
0.04224,-0.048037
2.0364,-0.13367
1.9455,0.079166
1.2162,-0.83173
1.8501,0.62559
0.054015,-0.34302
2.0084,0.24208
1.7726,-0.14797
0.88256,-0.53472
-0.31268,0.46486
0.1978,-0.03479
1.5586,-0.0066911
0.3074,-0.31827
